Wavelength (A)	Intensity [J/eV/sr/cm^2]
 6.41134E+00	 1.36660E-04
 6.41157E+00	 1.33650E-04
 6.41180E+00	 1.30160E-04
 6.41203E+00	 1.21756E-04
 6.41226E+00	 1.11244E-04
 6.41249E+00	 1.01171E-04
 6.41272E+00	 8.56402E-05
 6.41295E+00	 6.91926E-05
 6.41318E+00	 5.58788E-05
 6.41341E+00	 4.92719E-05
 6.41364E+00	 4.32929E-05
 6.41387E+00	 4.18381E-05
 6.41409E+00	 4.34194E-05
 6.41432E+00	 4.65779E-05
 6.41455E+00	 5.13288E-05
 6.41478E+00	 5.74144E-05
 6.41501E+00	 6.72383E-05
 6.41524E+00	 7.60639E-05
 6.41547E+00	 8.05071E-05
 6.41570E+00	 8.04683E-05
 6.41593E+00	 7.85124E-05
 6.41616E+00	 7.07458E-05
 6.41639E+00	 7.57160E-05
 6.41662E+00	 8.41341E-05
 6.41685E+00	 9.30977E-05
 6.41708E+00	 9.65125E-05
 6.41731E+00	 1.01639E-04
 6.41754E+00	 1.08268E-04
 6.41777E+00	 1.15366E-04
 6.41800E+00	 1.21329E-04
 6.41823E+00	 1.14946E-04
 6.41846E+00	 1.08644E-04
 6.41869E+00	 1.02903E-04
 6.41892E+00	 9.74465E-05
 6.41915E+00	 9.21683E-05
 6.41938E+00	 8.65464E-05
 6.41961E+00	 8.16823E-05
 6.41984E+00	 7.76807E-05
 6.42007E+00	 7.81270E-05
 6.42030E+00	 8.16821E-05
 6.42053E+00	 8.70259E-05
 6.42076E+00	 9.44801E-05
 6.42099E+00	 9.82497E-05
 6.42122E+00	 9.42921E-05
 6.42145E+00	 8.55808E-05
 6.42168E+00	 7.69214E-05
 6.42191E+00	 7.81759E-05
 6.42214E+00	 7.92827E-05
 6.42237E+00	 7.58111E-05
 6.42260E+00	 6.58135E-05
 6.42283E+00	 5.84752E-05
 6.42306E+00	 5.71694E-05
 6.42329E+00	 4.87294E-05
 6.42352E+00	 4.02891E-05
 6.42375E+00	 3.38589E-05
 6.42398E+00	 3.08074E-05
 6.42421E+00	 2.88996E-05
 6.42444E+00	 3.14195E-05
 6.42467E+00	 3.42781E-05
 6.42489E+00	 3.63968E-05
 6.42512E+00	 3.43861E-05
 6.42535E+00	 3.24132E-05
 6.42558E+00	 4.22642E-05
 6.42581E+00	 5.40240E-05
 6.42604E+00	 6.43955E-05
 6.42627E+00	 1.00134E-04
 6.42650E+00	 1.35888E-04
 6.42673E+00	 1.38749E-04
 6.42696E+00	 1.07750E-04
 6.42719E+00	 7.66732E-05
 6.42742E+00	 6.40683E-05
 6.42765E+00	 5.32334E-05
 6.42788E+00	 4.78971E-05
 6.42811E+00	 5.28175E-05
 6.42834E+00	 5.77598E-05
 6.42857E+00	 6.76377E-05
 6.42880E+00	 7.96387E-05
 6.42903E+00	 9.10635E-05
 6.42926E+00	 9.08327E-05
 6.42949E+00	 9.06142E-05
 6.42972E+00	 9.01739E-05
 6.42995E+00	 9.20043E-05
 6.43018E+00	 9.38325E-05
 6.43041E+00	 9.99906E-05
 6.43064E+00	 1.05781E-04
 6.43087E+00	 1.12364E-04
 6.43110E+00	 1.02749E-04
 6.43133E+00	 9.31811E-05
 6.43156E+00	 8.81334E-05
 6.43179E+00	 9.58531E-05
 6.43202E+00	 1.03385E-04
 6.43225E+00	 1.02982E-04
 6.43248E+00	 9.98606E-05
 6.43271E+00	 9.75193E-05
 6.43294E+00	 9.16292E-05
 6.43317E+00	 8.64314E-05
 6.43340E+00	 9.54092E-05
 6.43363E+00	 1.12442E-04
 6.43386E+00	 1.18814E-04
 6.43409E+00	 1.04884E-04
 6.43432E+00	 8.79639E-05
 6.43455E+00	 8.38563E-05
 6.43478E+00	 9.50862E-05
 6.43501E+00	 1.06108E-04
 6.43524E+00	 1.19721E-04
 6.43547E+00	 1.37351E-04
 6.43570E+00	 1.51488E-04
 6.43593E+00	 1.55359E-04
 6.43615E+00	 1.57129E-04
 6.43638E+00	 1.61069E-04
 6.43661E+00	 1.55986E-04
 6.43684E+00	 1.51307E-04
 6.43707E+00	 1.37467E-04
 6.43730E+00	 1.12115E-04
 6.43753E+00	 8.98243E-05
 6.43776E+00	 7.42130E-05
 6.43799E+00	 6.10959E-05
 6.43822E+00	 5.21236E-05
 6.43845E+00	 6.23703E-05
 6.43868E+00	 6.98132E-05
 6.43891E+00	 7.88767E-05
 6.43914E+00	 8.95771E-05
 6.43937E+00	 9.67524E-05
 6.43960E+00	 8.84242E-05
 6.43983E+00	 7.84456E-05
 6.44006E+00	 7.52091E-05
 6.44029E+00	 1.02940E-04
 6.44052E+00	 1.30736E-04
 6.44075E+00	 1.35547E-04
 6.44098E+00	 1.17176E-04
 6.44121E+00	 9.96528E-05
 6.44144E+00	 8.88330E-05
 6.44167E+00	 7.81967E-05
 6.44190E+00	 7.18034E-05
 6.44213E+00	 8.63144E-05
 6.44236E+00	 9.99330E-05
 6.44259E+00	 1.06178E-04
 6.44282E+00	 1.13755E-04
 6.44305E+00	 1.24902E-04
 6.44328E+00	 1.38647E-04
 6.44351E+00	 1.36616E-04
 6.44374E+00	 1.34020E-04
 6.44397E+00	 1.26378E-04
 6.44420E+00	 1.16397E-04
 6.44443E+00	 1.04615E-04
 6.44466E+00	 1.03117E-04
 6.44489E+00	 1.02251E-04
 6.44512E+00	 9.36021E-05
 6.44535E+00	 8.36084E-05
 6.44558E+00	 7.66038E-05
 6.44581E+00	 8.17588E-05
 6.44604E+00	 8.71978E-05
 6.44627E+00	 9.65429E-05
 6.44650E+00	 1.10154E-04
 6.44672E+00	 1.23711E-04
 6.44695E+00	 1.27942E-04
 6.44718E+00	 1.31364E-04
 6.44741E+00	 1.35623E-04
 6.44764E+00	 1.36584E-04
 6.44787E+00	 1.37533E-04
 6.44810E+00	 1.49666E-04
 6.44833E+00	 1.77720E-04
 6.44856E+00	 2.05721E-04
 6.44879E+00	 1.88950E-04
 6.44902E+00	 1.64873E-04
 6.44925E+00	 1.44795E-04
 6.44948E+00	 1.35968E-04
 6.44971E+00	 1.27161E-04
 6.44994E+00	 1.08918E-04
 6.45017E+00	 8.68914E-05
 6.45040E+00	 6.58709E-05
 6.45063E+00	 5.62428E-05
 6.45086E+00	 4.67515E-05
 6.45109E+00	 4.71178E-05
 6.45132E+00	 6.28406E-05
 6.45155E+00	 7.85510E-05
 6.45178E+00	 8.13314E-05
 6.45201E+00	 8.20150E-05
 6.45224E+00	 8.49089E-05
 6.45247E+00	 8.38780E-05
 6.45270E+00	 8.23573E-05
 6.45293E+00	 8.15473E-05
 6.45316E+00	 8.58660E-05
 6.45339E+00	 9.05868E-05
 6.45362E+00	 1.00606E-04
 6.45385E+00	 1.12617E-04
 6.45408E+00	 1.22629E-04
 6.45431E+00	 1.20366E-04
 6.45454E+00	 1.17668E-04
 6.45477E+00	 1.14459E-04
 6.45500E+00	 1.01630E-04
 6.45523E+00	 8.88354E-05
 6.45546E+00	 8.31525E-05
 6.45569E+00	 8.14128E-05
 6.45592E+00	 7.74505E-05
 6.45615E+00	 8.31604E-05
 6.45638E+00	 8.89443E-05
 6.45661E+00	 9.62879E-05
 6.45684E+00	 1.07669E-04
 6.45707E+00	 1.18288E-04
 6.45730E+00	 1.17712E-04
 6.45753E+00	 1.11555E-04
 6.45776E+00	 1.04334E-04
 6.45798E+00	 8.92662E-05
 6.45821E+00	 7.65052E-05
 6.45844E+00	 7.44957E-05
 6.45867E+00	 8.83176E-05
 6.45890E+00	 1.11795E-04
 6.45913E+00	 1.31374E-04
 6.45936E+00	 1.51432E-04
 6.45959E+00	 1.77952E-04
 6.45982E+00	 2.06554E-04
 6.46005E+00	 2.09823E-04
 6.46028E+00	 2.01693E-04
 6.46051E+00	 1.89010E-04
 6.46074E+00	 1.65602E-04
 6.46097E+00	 1.41495E-04
 6.46120E+00	 1.29993E-04
 6.46143E+00	 1.28060E-04
 6.46166E+00	 1.05260E-04
 6.46189E+00	 8.92127E-05
 6.46212E+00	 7.47445E-05
 6.46235E+00	 6.23233E-05
 6.46258E+00	 4.97925E-05
 6.46281E+00	 5.23569E-05
 6.46304E+00	 6.29045E-05
 6.46327E+00	 7.45008E-05
 6.46350E+00	 9.17062E-05
 6.46373E+00	 1.01810E-04
 6.46396E+00	 1.09262E-04
 6.46419E+00	 1.14823E-04
 6.46442E+00	 1.21616E-04
 6.46465E+00	 1.22577E-04
 6.46488E+00	 1.20446E-04
 6.46511E+00	 1.17375E-04
 6.46534E+00	 1.01314E-04
 6.46557E+00	 8.22581E-05
 6.46580E+00	 6.59316E-05
 6.46603E+00	 5.47414E-05
 6.46626E+00	 4.37903E-05
 6.46649E+00	 4.13998E-05
 6.46672E+00	 4.89742E-05
 6.46695E+00	 5.66709E-05
 6.46718E+00	 6.90819E-05
 6.46741E+00	 8.30777E-05
 6.46764E+00	 9.48631E-05
 6.46787E+00	 8.69675E-05
 6.46810E+00	 7.90934E-05
 6.46833E+00	 7.56978E-05
 6.46855E+00	 7.36163E-05
 6.46878E+00	 7.08487E-05
 6.46901E+00	 6.50806E-05
 6.46924E+00	 5.94460E-05
 6.46947E+00	 5.34564E-05
 6.46970E+00	 4.70437E-05
 6.46993E+00	 4.06302E-05
 6.47016E+00	 3.95398E-05
 6.47039E+00	 4.00926E-05
 6.47062E+00	 4.08296E-05
 6.47085E+00	 4.25274E-05
 6.47108E+00	 4.42401E-05
 6.47131E+00	 4.77985E-05
 6.47154E+00	 5.39680E-05
 6.47177E+00	 6.01009E-05
 6.47200E+00	 5.91329E-05
 6.47223E+00	 5.66181E-05
 6.47246E+00	 5.36505E-05
 6.47269E+00	 4.48165E-05
 6.47292E+00	 3.60300E-05
 6.47315E+00	 3.79245E-05
 6.47338E+00	 4.97919E-05
 6.47361E+00	 6.22818E-05
 6.47384E+00	 7.79801E-05
 6.47407E+00	 9.39483E-05
 6.47430E+00	 1.08557E-04
 6.47453E+00	 1.20934E-04
 6.47476E+00	 1.33120E-04
 6.47499E+00	 1.37955E-04
 6.47522E+00	 1.37554E-04
 6.47545E+00	 1.36847E-04
 6.47568E+00	 1.32054E-04
 6.47591E+00	 1.26612E-04
 6.47614E+00	 1.17804E-04
 6.47637E+00	 1.07621E-04
 6.47660E+00	 9.69374E-05
 6.47683E+00	 8.61571E-05
 6.47706E+00	 7.62086E-05
 6.47729E+00	 7.59763E-05
 6.47752E+00	 9.22960E-05
 6.47775E+00	 1.07355E-04
 6.47798E+00	 1.01250E-04
 6.47821E+00	 8.10208E-05
 6.47844E+00	 6.76007E-05
 6.47867E+00	 5.87900E-05
 6.47890E+00	 4.95363E-05
 6.47913E+00	 4.23334E-05
 6.47936E+00	 4.35592E-05
 6.47959E+00	 4.59591E-05
 6.47981E+00	 4.91901E-05
 6.48004E+00	 5.43748E-05
 6.48027E+00	 5.91049E-05
 6.48050E+00	 6.80984E-05
 6.48073E+00	 8.00060E-05
 6.48096E+00	 9.07031E-05
 6.48119E+00	 1.00592E-04
 6.48142E+00	 1.10701E-04
 6.48165E+00	 1.18619E-04
 6.48188E+00	 1.19503E-04
 6.48211E+00	 1.19005E-04
 6.48234E+00	 1.16937E-04
 6.48257E+00	 1.14513E-04
 6.48280E+00	 1.12909E-04
 6.48303E+00	 1.10381E-04
 6.48326E+00	 1.11728E-04
 6.48349E+00	 1.13742E-04
 6.48372E+00	 1.16128E-04
 6.48395E+00	 1.18443E-04
 6.48418E+00	 1.19948E-04
 6.48441E+00	 1.16446E-04
 6.48464E+00	 1.11106E-04
 6.48487E+00	 9.81874E-05
 6.48510E+00	 8.24491E-05
 6.48533E+00	 6.89707E-05
 6.48556E+00	 6.08219E-05
 6.48579E+00	 5.25472E-05
 6.48602E+00	 4.51785E-05
 6.48625E+00	 3.68628E-05
 6.48648E+00	 2.85221E-05
 6.48671E+00	 3.08660E-05
 6.48694E+00	 3.71462E-05
 6.48717E+00	 4.56526E-05
 6.48740E+00	 5.91788E-05
 6.48763E+00	 7.26850E-05
 6.48786E+00	 7.81842E-05
 6.48809E+00	 7.86133E-05
 6.48832E+00	 7.90505E-05
 6.48855E+00	 8.35378E-05
 6.48878E+00	 8.94812E-05
 6.48901E+00	 9.13343E-05
 6.48924E+00	 7.84346E-05
 6.48947E+00	 6.55401E-05
 6.48970E+00	 5.41494E-05
 6.48993E+00	 4.42525E-05
 6.49016E+00	 3.43987E-05
 6.49039E+00	 2.90031E-05
 6.49061E+00	 2.37950E-05
 6.49084E+00	 1.98790E-05
 6.49107E+00	 1.83330E-05
 6.49130E+00	 1.68007E-05
 6.49153E+00	 2.02518E-05
 6.49176E+00	 2.59769E-05
 6.49199E+00	 3.20714E-05
 6.49222E+00	 4.95514E-05
 6.49245E+00	 6.70622E-05
 6.49268E+00	 9.03545E-05
 6.49291E+00	 1.25947E-04
 6.49314E+00	 1.61385E-04
 6.49337E+00	 1.65747E-04
 6.49360E+00	 1.56779E-04
 6.49383E+00	 1.48610E-04
 6.49406E+00	 1.32826E-04
 6.49429E+00	 1.17066E-04
 6.49452E+00	 1.05796E-04
 6.49475E+00	 1.01819E-04
 6.49498E+00	 9.75488E-05
 6.49521E+00	 8.91475E-05
 6.49544E+00	 7.96964E-05
 6.49567E+00	 6.90923E-05
 6.49590E+00	 5.66121E-05
 6.49613E+00	 4.41742E-05
 6.49636E+00	 4.61806E-05
 6.49659E+00	 5.61352E-05
 6.49682E+00	 6.43073E-05
 6.49705E+00	 6.56137E-05
 6.49728E+00	 6.54106E-05
 6.49751E+00	 6.21184E-05
 6.49774E+00	 6.08477E-05
 6.49797E+00	 6.07370E-05
 6.49820E+00	 6.63615E-05
 6.49843E+00	 7.49420E-05
 6.49866E+00	 7.54111E-05
 6.49889E+00	 6.73636E-05
 6.49912E+00	 5.85662E-05
 6.49935E+00	 5.72282E-05
 6.49958E+00	 5.58907E-05
 6.49981E+00	 5.46054E-05
 6.50004E+00	 5.45343E-05
 6.50027E+00	 5.59222E-05
 6.50050E+00	 5.68935E-05
 6.50073E+00	 6.14031E-05
 6.50096E+00	 6.80967E-05
 6.50119E+00	 7.85573E-05
 6.50142E+00	 9.75297E-05
 6.50165E+00	 1.14133E-04
 6.50187E+00	 1.17648E-04
 6.50210E+00	 1.06755E-04
 6.50233E+00	 9.45642E-05
 6.50256E+00	 8.42993E-05
 6.50279E+00	 7.49492E-05
 6.50302E+00	 6.74221E-05
 6.50325E+00	 6.86900E-05
 6.50348E+00	 7.38285E-05
 6.50371E+00	 7.43066E-05
 6.50394E+00	 7.04929E-05
 6.50417E+00	 6.80474E-05
 6.50440E+00	 7.20307E-05
 6.50463E+00	 7.26660E-05
 6.50486E+00	 7.31190E-05
 6.50509E+00	 7.79961E-05
 6.50532E+00	 8.06924E-05
 6.50555E+00	 8.18048E-05
 6.50578E+00	 8.17718E-05
 6.50601E+00	 8.19587E-05
 6.50624E+00	 7.86887E-05
 6.50647E+00	 7.86309E-05
 6.50670E+00	 7.85138E-05
 6.50693E+00	 7.88380E-05
 6.50716E+00	 7.99908E-05
 6.50739E+00	 8.07279E-05
 6.50762E+00	 7.76944E-05
 6.50785E+00	 7.41817E-05
 6.50808E+00	 7.38263E-05
 6.50831E+00	 7.31043E-05
 6.50854E+00	 7.18330E-05
 6.50877E+00	 6.98672E-05
 6.50900E+00	 6.85269E-05
 6.50923E+00	 6.69475E-05
 6.50946E+00	 7.13250E-05
 6.50969E+00	 7.56617E-05
 6.50992E+00	 7.03963E-05
 6.51015E+00	 6.27607E-05
 6.51038E+00	 5.74561E-05
 6.51061E+00	 5.40596E-05
 6.51084E+00	 5.03213E-05
 6.51107E+00	 4.80877E-05
 6.51130E+00	 4.76745E-05
 6.51153E+00	 4.72639E-05
 6.51176E+00	 4.26821E-05
 6.51199E+00	 3.66654E-05
 6.51222E+00	 3.19517E-05
 6.51244E+00	 3.23814E-05
 6.51267E+00	 3.28409E-05
 6.51290E+00	 4.01702E-05
 6.51313E+00	 5.24761E-05
 6.51336E+00	 6.47015E-05
 6.51359E+00	 5.94416E-05
 6.51382E+00	 5.25237E-05
 6.51405E+00	 4.83709E-05
 6.51428E+00	 5.10974E-05
 6.51451E+00	 5.38548E-05
 6.51474E+00	 6.05173E-05
 6.51497E+00	 7.05304E-05
 6.51520E+00	 8.07262E-05
 6.51543E+00	 9.10684E-05
 6.51566E+00	 1.01374E-04
 6.51589E+00	 1.11347E-04
 6.51612E+00	 1.17338E-04
 6.51635E+00	 1.22862E-04
 6.51658E+00	 1.15935E-04
 6.51681E+00	 1.03864E-04
 6.51704E+00	 9.33163E-05
 6.51727E+00	 9.22482E-05
 6.51750E+00	 9.15509E-05
 6.51773E+00	 8.85221E-05
 6.51796E+00	 8.43459E-05
 6.51819E+00	 8.18979E-05
 6.51842E+00	 9.26889E-05
 6.51865E+00	 1.09207E-04
 6.51888E+00	 1.21985E-04
 6.51911E+00	 1.24938E-04
 6.51934E+00	 1.27609E-04
 6.51957E+00	 1.29768E-04
 6.51980E+00	 1.31336E-04
 6.52003E+00	 1.33344E-04
 6.52026E+00	 1.30701E-04
 6.52049E+00	 1.25471E-04
 6.52072E+00	 1.21904E-04
 6.52095E+00	 1.09912E-04
 6.52118E+00	 9.80033E-05
 6.52141E+00	 9.32673E-05
 6.52164E+00	 1.02430E-04
 6.52187E+00	 1.11261E-04
 6.52210E+00	 1.12774E-04
 6.52233E+00	 1.10804E-04
 6.52256E+00	 1.08820E-04
 6.52279E+00	 9.63511E-05
 6.52302E+00	 8.57478E-05
 6.52324E+00	 8.51626E-05
 6.52347E+00	 1.01033E-04
 6.52370E+00	 1.16637E-04
 6.52393E+00	 1.14037E-04
 6.52416E+00	 1.02899E-04
 6.52439E+00	 9.17311E-05
 6.52462E+00	 9.32523E-05
 6.52485E+00	 9.68580E-05
 6.52508E+00	 1.01675E-04
 6.52531E+00	 1.04217E-04
 6.52554E+00	 9.80987E-05
 6.52577E+00	 1.03948E-04
 6.52600E+00	 1.18884E-04
 6.52623E+00	 1.33746E-04
 6.52646E+00	 1.19919E-04
 6.52669E+00	 1.05053E-04
 6.52692E+00	 9.37573E-05
 6.52715E+00	 8.76943E-05
 6.52738E+00	 8.13951E-05
 6.52761E+00	 7.78347E-05
 6.52784E+00	 7.53810E-05
 6.52807E+00	 7.19040E-05
 6.52830E+00	 5.60686E-05
 6.52853E+00	 4.12007E-05
 6.52876E+00	 3.17022E-05
 6.52899E+00	 3.34085E-05
 6.52922E+00	 3.60344E-05
 6.52945E+00	 4.28486E-05
 6.52968E+00	 5.44449E-05
 6.52991E+00	 6.59201E-05
 6.53014E+00	 7.17180E-05
 6.53037E+00	 7.49038E-05
 6.53060E+00	 8.17906E-05
 6.53083E+00	 9.31711E-05
 6.53106E+00	 1.04541E-04
 6.53129E+00	 1.16857E-04
 6.53152E+00	 1.30445E-04
 6.53175E+00	 1.42553E-04
 6.53198E+00	 1.39621E-04
 6.53221E+00	 1.36240E-04
 6.53244E+00	 1.35890E-04
 6.53267E+00	 1.42894E-04
 6.53290E+00	 1.49910E-04
 6.53313E+00	 1.48644E-04
 6.53336E+00	 1.43227E-04
 6.53359E+00	 1.40093E-04
 6.53382E+00	 1.54085E-04
 6.53405E+00	 1.68041E-04
 6.53428E+00	 1.78726E-04
 6.53450E+00	 1.85445E-04
 6.53473E+00	 1.92124E-04
 6.53496E+00	 1.73639E-04
 6.53519E+00	 1.52019E-04
 6.53542E+00	 1.32326E-04
 6.53565E+00	 1.14574E-04
 6.53588E+00	 9.68720E-05
 6.53611E+00	 1.09398E-04
 6.53634E+00	 1.35878E-04
 6.53657E+00	 1.61261E-04
 6.53680E+00	 1.76424E-04
 6.53703E+00	 1.90451E-04
 6.53726E+00	 1.88343E-04
 6.53749E+00	 1.83806E-04
 6.53772E+00	 1.79266E-04
 6.53795E+00	 1.76359E-04
 6.53818E+00	 1.73178E-04
 6.53841E+00	 1.69246E-04
 6.53864E+00	 1.60653E-04
 6.53887E+00	 1.51404E-04
 6.53910E+00	 1.52198E-04
 6.53933E+00	 1.73349E-04
 6.53956E+00	 1.93987E-04
 6.53979E+00	 1.94326E-04
 6.54002E+00	 1.77528E-04
 6.54025E+00	 1.58361E-04
 6.54048E+00	 1.32421E-04
 6.54071E+00	 1.06043E-04
 6.54094E+00	 8.85221E-05
 6.54117E+00	 8.75412E-05
 6.54140E+00	 9.02434E-05
 6.54163E+00	 9.37170E-05
 6.54186E+00	 9.47951E-05
 6.54209E+00	 1.00909E-04
 6.54232E+00	 1.12686E-04
 6.54255E+00	 1.23765E-04
 6.54278E+00	 1.39092E-04
 6.54301E+00	 1.78892E-04
 6.54324E+00	 2.14114E-04
 6.54347E+00	 2.22762E-04
 6.54370E+00	 2.13237E-04
 6.54393E+00	 2.09767E-04
 6.54416E+00	 2.00610E-04
 6.54439E+00	 2.02219E-04
 6.54462E+00	 2.17584E-04
 6.54485E+00	 2.48993E-04
 6.54507E+00	 2.95611E-04
 6.54530E+00	 3.41094E-04
 6.54553E+00	 3.95333E-04
 6.54576E+00	 4.64424E-04
 6.54599E+00	 5.31569E-04
 6.54622E+00	 4.87989E-04
 6.54645E+00	 4.18449E-04
 6.54668E+00	 3.55141E-04
 6.54691E+00	 3.18530E-04
 6.54714E+00	 2.82708E-04
 6.54737E+00	 2.60025E-04
 6.54760E+00	 2.44490E-04
 6.54783E+00	 2.20124E-04
 6.54806E+00	 1.88627E-04
 6.54829E+00	 1.57127E-04
 6.54852E+00	 1.33646E-04
 6.54875E+00	 1.19173E-04
 6.54898E+00	 1.09485E-04
 6.54921E+00	 9.25205E-05
 6.54944E+00	 7.42579E-05
 6.54967E+00	 6.31606E-05
 6.54990E+00	 6.08397E-05
 6.55013E+00	 5.94862E-05
 6.55036E+00	 6.18292E-05
 6.55059E+00	 6.47473E-05
 6.55082E+00	 6.37881E-05
 6.55105E+00	 6.57896E-05
 6.55128E+00	 6.78396E-05
 6.55151E+00	 7.93836E-05
 6.55174E+00	 9.17301E-05
 6.55197E+00	 9.94212E-05
 6.55220E+00	 9.02224E-05
 6.55243E+00	 8.07434E-05
 6.55266E+00	 8.05393E-05
 6.55289E+00	 8.87497E-05
 6.55312E+00	 9.69244E-05
 6.55335E+00	 1.00693E-04
 6.55358E+00	 1.04051E-04
 6.55381E+00	 1.08412E-04
 6.55404E+00	 1.11902E-04
 6.55427E+00	 1.15376E-04
 6.55450E+00	 1.14167E-04
 6.55473E+00	 1.10474E-04
 6.55496E+00	 1.07008E-04
 6.55519E+00	 1.12007E-04
 6.55542E+00	 1.17002E-04
 6.55565E+00	 1.24525E-04
 6.55588E+00	 1.34656E-04
 6.55611E+00	 1.44786E-04
 6.55633E+00	 1.51915E-04
 6.55656E+00	 1.58391E-04
 6.55679E+00	 1.61536E-04
 6.55702E+00	 1.54918E-04
 6.55725E+00	 1.48302E-04
 6.55748E+00	 1.42538E-04
 6.55771E+00	 1.36900E-04
 6.55794E+00	 1.31354E-04
 6.55817E+00	 1.27867E-04
 6.55840E+00	 1.24662E-04
 6.55863E+00	 1.21543E-04
 6.55886E+00	 1.17659E-04
 6.55909E+00	 1.13792E-04
 6.55932E+00	 1.11976E-04
 6.55955E+00	 1.15333E-04
 6.55978E+00	 1.18722E-04
 6.56001E+00	 1.21003E-04
 6.56024E+00	 1.22884E-04
 6.56047E+00	 1.25171E-04
 6.56070E+00	 1.23392E-04
 6.56093E+00	 1.22164E-04
 6.56116E+00	 1.22086E-04
 6.56139E+00	 1.19969E-04
 6.56162E+00	 1.18839E-04
 6.56185E+00	 1.17986E-04
 6.56208E+00	 1.16990E-04
 6.56231E+00	 1.11099E-04
 6.56254E+00	 1.07993E-04
 6.56277E+00	 1.06753E-04
 6.56300E+00	 1.08585E-04
 6.56323E+00	 1.11005E-04
 6.56346E+00	 1.22187E-04
 6.56369E+00	 1.34045E-04
 6.56392E+00	 1.40390E-04
 6.56415E+00	 1.28364E-04
 6.56438E+00	 9.78546E-05
 6.56461E+00	 7.55082E-05
 6.56484E+00	 7.18224E-05
 6.56507E+00	 8.49350E-05
 6.56530E+00	 9.09974E-05
 6.56553E+00	 7.83927E-05
 6.56576E+00	 6.27072E-05
 6.56599E+00	 5.11188E-05
 6.56622E+00	 5.37584E-05
 6.56645E+00	 5.91225E-05
 6.56668E+00	 7.14496E-05
 6.56691E+00	 9.04023E-05
 6.56713E+00	 1.07562E-04
 6.56736E+00	 1.05009E-04
 6.56759E+00	 9.74311E-05
 6.56782E+00	 9.02263E-05
 6.56805E+00	 8.60420E-05
 6.56828E+00	 8.21642E-05
 6.56851E+00	 7.48749E-05
 6.56874E+00	 6.42682E-05
 6.56897E+00	 5.37987E-05
 6.56920E+00	 4.93162E-05
 6.56943E+00	 4.46881E-05
 6.56966E+00	 4.04532E-05
 6.56989E+00	 3.79484E-05
 6.57012E+00	 3.49810E-05
 6.57035E+00	 3.09909E-05
 6.57058E+00	 2.94496E-05
 6.57081E+00	 2.87932E-05
 6.57104E+00	 4.25444E-05
 6.57127E+00	 6.43301E-05
 6.57150E+00	 8.37581E-05
 6.57173E+00	 9.11700E-05
 6.57196E+00	 9.73295E-05
 6.57219E+00	 1.05089E-04
 6.57242E+00	 1.04133E-04
 6.57265E+00	 1.03172E-04
 6.57288E+00	 1.01781E-04
 6.57311E+00	 9.98924E-05
 6.57334E+00	 9.74488E-05
 6.57357E+00	 9.80476E-05
 6.57380E+00	 9.93256E-05
 6.57403E+00	 9.69211E-05
 6.57426E+00	 9.16866E-05
 6.57449E+00	 8.64565E-05
 6.57472E+00	 8.31067E-05
 6.57495E+00	 8.04364E-05
 6.57518E+00	 7.88567E-05
 6.57541E+00	 8.23547E-05
 6.57564E+00	 8.58295E-05
 6.57587E+00	 8.92315E-05
 6.57610E+00	 9.21566E-05
 6.57633E+00	 9.50413E-05
 6.57656E+00	 9.04497E-05
 6.57679E+00	 8.50010E-05
 6.57702E+00	 7.91491E-05
 6.57725E+00	 6.98158E-05
 6.57748E+00	 6.05320E-05
 6.57771E+00	 6.93864E-05
 6.57794E+00	 8.68672E-05
 6.57817E+00	 9.90879E-05
 6.57839E+00	 1.00554E-04
 6.57862E+00	 1.02929E-04
 6.57885E+00	 1.11894E-04
 6.57908E+00	 1.27495E-04
 6.57931E+00	 1.42980E-04
 6.57954E+00	 1.41948E-04
 6.57977E+00	 1.32247E-04
 6.58000E+00	 1.22905E-04
 6.58023E+00	 1.23472E-04
 6.58046E+00	 1.24584E-04
 6.58069E+00	 1.30512E-04
 6.58092E+00	 1.42290E-04
 6.58115E+00	 1.53554E-04
 6.58138E+00	 1.40945E-04
 6.58161E+00	 1.14849E-04
 6.58184E+00	 8.84213E-05
 6.58207E+00	 8.80612E-05
 6.58230E+00	 8.86773E-05
 6.58253E+00	 8.95576E-05
 6.58276E+00	 9.05234E-05
 6.58299E+00	 9.19451E-05
 6.58322E+00	 9.00658E-05
 6.58345E+00	 8.61292E-05
 6.58368E+00	 8.45838E-05
 6.58391E+00	 8.35557E-05
 6.58414E+00	 8.34612E-05
 6.58437E+00	 8.38618E-05
 6.58460E+00	 8.14945E-05
 6.58483E+00	 7.37597E-05
 6.58506E+00	 6.16533E-05
 6.58529E+00	 4.83352E-05
 6.58552E+00	 3.55726E-05
 6.58575E+00	 3.43560E-05
 6.58598E+00	 4.02188E-05
 6.58621E+00	 5.06584E-05
 6.58644E+00	 6.00618E-05
 6.58667E+00	 5.23819E-05
 6.58690E+00	 4.90743E-05
 6.58713E+00	 5.02121E-05
 6.58736E+00	 5.49212E-05
 6.58759E+00	 6.42755E-05
 6.58782E+00	 7.65472E-05
 6.58805E+00	 8.23852E-05
 6.58828E+00	 7.55739E-05
 6.58851E+00	 6.77631E-05
 6.58874E+00	 5.77283E-05
 6.58896E+00	 4.69435E-05
 6.58919E+00	 3.71475E-05
 6.58942E+00	 4.60354E-05
