Wavelength (A)	Intensity [J/eV/sr/cm^2]
 6.94629E+00	 8.51028E-05
 6.94652E+00	 9.33477E-05
 6.94675E+00	 1.03041E-04
 6.94698E+00	 1.12596E-04
 6.94721E+00	 1.20863E-04
 6.94744E+00	 1.28002E-04
 6.94767E+00	 1.34280E-04
 6.94790E+00	 1.41818E-04
 6.94813E+00	 1.51585E-04
 6.94836E+00	 1.65152E-04
 6.94859E+00	 1.80797E-04
 6.94882E+00	 1.94971E-04
 6.94905E+00	 2.06629E-04
 6.94928E+00	 2.18534E-04
 6.94951E+00	 2.35191E-04
 6.94974E+00	 2.51274E-04
 6.94997E+00	 2.63542E-04
 6.95019E+00	 2.69375E-04
 6.95042E+00	 2.73786E-04
 6.95065E+00	 2.62646E-04
 6.95088E+00	 2.43507E-04
 6.95111E+00	 2.26913E-04
 6.95134E+00	 2.22702E-04
 6.95157E+00	 2.17565E-04
 6.95180E+00	 2.15832E-04
 6.95203E+00	 2.18580E-04
 6.95226E+00	 2.21485E-04
 6.95249E+00	 2.12118E-04
 6.95272E+00	 2.01276E-04
 6.95295E+00	 1.89774E-04
 6.95318E+00	 1.76007E-04
 6.95341E+00	 1.62638E-04
 6.95364E+00	 1.52376E-04
 6.95387E+00	 1.43997E-04
 6.95410E+00	 1.35641E-04
 6.95433E+00	 1.29790E-04
 6.95456E+00	 1.24956E-04
 6.95479E+00	 1.19093E-04
 6.95502E+00	 1.11913E-04
 6.95525E+00	 1.04935E-04
 6.95548E+00	 9.91045E-05
 6.95571E+00	 9.22557E-05
 6.95594E+00	 8.54225E-05
 6.95617E+00	 7.88573E-05
 6.95640E+00	 7.18594E-05
 6.95663E+00	 6.67012E-05
 6.95686E+00	 6.95252E-05
 6.95709E+00	 7.23391E-05
 6.95732E+00	 7.18177E-05
 6.95755E+00	 6.86340E-05
 6.95778E+00	 6.54442E-05
 6.95801E+00	 6.75884E-05
 6.95824E+00	 7.05768E-05
 6.95847E+00	 7.33353E-05
 6.95870E+00	 7.44431E-05
 6.95893E+00	 7.55463E-05
 6.95916E+00	 7.89707E-05
 6.95939E+00	 8.38621E-05
 6.95962E+00	 8.86424E-05
 6.95985E+00	 9.25521E-05
 6.96008E+00	 9.63947E-05
 6.96031E+00	 9.82209E-05
 6.96054E+00	 9.31021E-05
 6.96076E+00	 8.79956E-05
 6.96099E+00	 9.05021E-05
 6.96122E+00	 9.82152E-05
 6.96145E+00	 1.05923E-04
 6.96168E+00	 1.16832E-04
 6.96191E+00	 1.27944E-04
 6.96214E+00	 1.32944E-04
 6.96237E+00	 1.20630E-04
 6.96260E+00	 1.08307E-04
 6.96283E+00	 9.95070E-05
 6.96306E+00	 9.29432E-05
 6.96329E+00	 8.58521E-05
 6.96352E+00	 8.04209E-05
 6.96375E+00	 7.50845E-05
 6.96398E+00	 6.99293E-05
 6.96421E+00	 6.51623E-05
 6.96444E+00	 6.07375E-05
 6.96467E+00	 5.63389E-05
 6.96490E+00	 5.18011E-05
 6.96513E+00	 4.72864E-05
 6.96536E+00	 4.23305E-05
 6.96559E+00	 3.71709E-05
 6.96582E+00	 3.29627E-05
 6.96605E+00	 3.14813E-05
 6.96628E+00	 2.96027E-05
 6.96651E+00	 2.96694E-05
 6.96674E+00	 3.10207E-05
 6.96697E+00	 3.30668E-05
 6.96720E+00	 3.85565E-05
 6.96743E+00	 4.35925E-05
 6.96766E+00	 4.70435E-05
 6.96789E+00	 4.78776E-05
 6.96812E+00	 4.90855E-05
 6.96835E+00	 4.83246E-05
 6.96858E+00	 4.61874E-05
 6.96881E+00	 4.35474E-05
 6.96904E+00	 3.87491E-05
 6.96927E+00	 3.31700E-05
 6.96950E+00	 2.84735E-05
 6.96973E+00	 2.58950E-05
 6.96996E+00	 2.40208E-05
 6.97019E+00	 2.34118E-05
 6.97042E+00	 2.37014E-05
 6.97065E+00	 2.41079E-05
 6.97088E+00	 2.40091E-05
 6.97111E+00	 2.34650E-05
 6.97134E+00	 2.36636E-05
 6.97157E+00	 2.50275E-05
 6.97180E+00	 2.63103E-05
 6.97202E+00	 3.00026E-05
 6.97225E+00	 3.67893E-05
 6.97248E+00	 4.35781E-05
 6.97271E+00	 4.91006E-05
 6.97294E+00	 5.52859E-05
 6.97317E+00	 6.08430E-05
 6.97340E+00	 6.26200E-05
 6.97363E+00	 6.36144E-05
 6.97386E+00	 5.99100E-05
 6.97409E+00	 5.45186E-05
 6.97432E+00	 4.94202E-05
 6.97455E+00	 4.83190E-05
 6.97478E+00	 4.72993E-05
 6.97501E+00	 4.87742E-05
 6.97524E+00	 5.63162E-05
 6.97547E+00	 6.38407E-05
 6.97570E+00	 6.68964E-05
 6.97593E+00	 6.99873E-05
 6.97616E+00	 7.32103E-05
 6.97639E+00	 7.89694E-05
 6.97662E+00	 8.49054E-05
 6.97685E+00	 8.96453E-05
 6.97708E+00	 9.14381E-05
 6.97731E+00	 9.32193E-05
 6.97754E+00	 8.63649E-05
 6.97777E+00	 7.60342E-05
 6.97800E+00	 6.57803E-05
 6.97823E+00	 5.59519E-05
 6.97846E+00	 4.61363E-05
 6.97869E+00	 4.03053E-05
 6.97892E+00	 3.86167E-05
 6.97915E+00	 3.69273E-05
 6.97938E+00	 3.40325E-05
 6.97961E+00	 3.07358E-05
 6.97984E+00	 2.74521E-05
 6.98007E+00	 2.24861E-05
 6.98030E+00	 1.75276E-05
 6.98053E+00	 1.54814E-05
 6.98076E+00	 1.60838E-05
 6.98099E+00	 1.66962E-05
 6.98122E+00	 1.97927E-05
 6.98145E+00	 2.34760E-05
 6.98168E+00	 2.61081E-05
 6.98191E+00	 2.30570E-05
 6.98214E+00	 2.00101E-05
 6.98237E+00	 1.81859E-05
 6.98259E+00	 1.75668E-05
 6.98282E+00	 1.70013E-05
 6.98305E+00	 1.64508E-05
 6.98328E+00	 1.58889E-05
 6.98351E+00	 1.62096E-05
 6.98374E+00	 1.81012E-05
 6.98397E+00	 1.98601E-05
 6.98420E+00	 2.17957E-05
 6.98443E+00	 2.43063E-05
 6.98466E+00	 2.82101E-05
 6.98489E+00	 3.05788E-05
 6.98512E+00	 3.23478E-05
 6.98535E+00	 3.17360E-05
 6.98558E+00	 3.09035E-05
 6.98581E+00	 3.02323E-05
 6.98604E+00	 3.04757E-05
 6.98627E+00	 3.14031E-05
 6.98650E+00	 3.14517E-05
 6.98673E+00	 3.08496E-05
 6.98696E+00	 3.06351E-05
 6.98719E+00	 3.16415E-05
 6.98742E+00	 3.34539E-05
 6.98765E+00	 3.01622E-05
 6.98788E+00	 2.57141E-05
 6.98811E+00	 2.26303E-05
 6.98834E+00	 2.39849E-05
 6.98857E+00	 2.48170E-05
 6.98880E+00	 2.61935E-05
 6.98903E+00	 2.78427E-05
 6.98926E+00	 2.87655E-05
 6.98949E+00	 2.86837E-05
 6.98972E+00	 2.87675E-05
 6.98995E+00	 2.91775E-05
 6.99018E+00	 2.98617E-05
 6.99041E+00	 2.98814E-05
 6.99064E+00	 3.00375E-05
 6.99087E+00	 3.05700E-05
 6.99110E+00	 3.20485E-05
 6.99133E+00	 3.32624E-05
 6.99156E+00	 3.65918E-05
 6.99179E+00	 4.15406E-05
 6.99202E+00	 4.65418E-05
 6.99225E+00	 5.19788E-05
 6.99248E+00	 5.82430E-05
 6.99271E+00	 6.19286E-05
 6.99294E+00	 5.83659E-05
 6.99317E+00	 5.48068E-05
 6.99340E+00	 5.30804E-05
 6.99362E+00	 5.24268E-05
 6.99385E+00	 5.17517E-05
 6.99408E+00	 5.26870E-05
 6.99431E+00	 5.28096E-05
 6.99454E+00	 5.17669E-05
 6.99477E+00	 4.85302E-05
 6.99500E+00	 4.56247E-05
 6.99523E+00	 4.37129E-05
 6.99546E+00	 4.19818E-05
 6.99569E+00	 4.02476E-05
 6.99592E+00	 3.61360E-05
 6.99615E+00	 3.17102E-05
 6.99638E+00	 2.73241E-05
 6.99661E+00	 2.38106E-05
 6.99684E+00	 2.03457E-05
 6.99707E+00	 1.84702E-05
 6.99730E+00	 1.74484E-05
 6.99753E+00	 1.64273E-05
 6.99776E+00	 1.66120E-05
 6.99799E+00	 1.69713E-05
 6.99822E+00	 1.88111E-05
 6.99845E+00	 2.40984E-05
 6.99868E+00	 2.93735E-05
 6.99891E+00	 2.77243E-05
 6.99914E+00	 2.24083E-05
 6.99937E+00	 1.71043E-05
 6.99960E+00	 1.67088E-05
 6.99983E+00	 1.63259E-05
 7.00006E+00	 1.62469E-05
 7.00029E+00	 1.70912E-05
 7.00052E+00	 1.79345E-05
 7.00075E+00	 1.83716E-05
 7.00098E+00	 1.86062E-05
 7.00121E+00	 1.88275E-05
 7.00144E+00	 1.61485E-05
 7.00167E+00	 1.34730E-05
 7.00190E+00	 1.19547E-05
 7.00213E+00	 1.22145E-05
 7.00236E+00	 1.25105E-05
 7.00259E+00	 1.42183E-05
 7.00282E+00	 1.63929E-05
 7.00305E+00	 1.91312E-05
 7.00328E+00	 2.20228E-05
 7.00351E+00	 2.49121E-05
 7.00374E+00	 2.72171E-05
 7.00397E+00	 2.81713E-05
 7.00420E+00	 2.78608E-05
 7.00443E+00	 2.47863E-05
 7.00465E+00	 2.16128E-05
 7.00488E+00	 2.04228E-05
 7.00511E+00	 2.46297E-05
 7.00534E+00	 2.86832E-05
 7.00557E+00	 3.37014E-05
 7.00580E+00	 4.14042E-05
 7.00603E+00	 4.93902E-05
 7.00626E+00	 5.22298E-05
 7.00649E+00	 5.31344E-05
 7.00672E+00	 5.49233E-05
 7.00695E+00	 5.21388E-05
 7.00718E+00	 4.85596E-05
 7.00741E+00	 4.37014E-05
 7.00764E+00	 3.86814E-05
 7.00787E+00	 3.37034E-05
 7.00810E+00	 3.11544E-05
 7.00833E+00	 2.95899E-05
 7.00856E+00	 2.86078E-05
 7.00879E+00	 2.72841E-05
 7.00902E+00	 2.66772E-05
 7.00925E+00	 2.68973E-05
 7.00948E+00	 2.77307E-05
 7.00971E+00	 2.90442E-05
 7.00994E+00	 2.89664E-05
 7.01017E+00	 2.86583E-05
 7.01040E+00	 2.84626E-05
 7.01063E+00	 2.76394E-05
 7.01086E+00	 2.51883E-05
 7.01109E+00	 2.23197E-05
 7.01132E+00	 1.95953E-05
 7.01155E+00	 1.78103E-05
 7.01178E+00	 2.05350E-05
 7.01201E+00	 2.21724E-05
 7.01224E+00	 2.25323E-05
 7.01247E+00	 2.07736E-05
 7.01270E+00	 2.21901E-05
 7.01293E+00	 2.40049E-05
 7.01316E+00	 2.40642E-05
 7.01339E+00	 2.23266E-05
 7.01362E+00	 2.14507E-05
 7.01385E+00	 2.49910E-05
 7.01408E+00	 2.86853E-05
 7.01431E+00	 3.00044E-05
 7.01454E+00	 2.73751E-05
 7.01477E+00	 2.39064E-05
 7.01500E+00	 2.32264E-05
 7.01523E+00	 2.34902E-05
 7.01546E+00	 2.27001E-05
 7.01569E+00	 2.12652E-05
 7.01591E+00	 2.01242E-05
 7.01614E+00	 2.05323E-05
 7.01637E+00	 2.10158E-05
 7.01660E+00	 2.14253E-05
 7.01683E+00	 2.08143E-05
 7.01706E+00	 2.02071E-05
 7.01729E+00	 2.25275E-05
 7.01752E+00	 2.55735E-05
 7.01775E+00	 2.88523E-05
 7.01798E+00	 3.33999E-05
 7.01821E+00	 3.79743E-05
 7.01844E+00	 3.69316E-05
 7.01867E+00	 3.09396E-05
 7.01890E+00	 2.49629E-05
 7.01913E+00	 2.63282E-05
 7.01936E+00	 2.87809E-05
 7.01959E+00	 3.05694E-05
 7.01982E+00	 3.03020E-05
 7.02005E+00	 3.00313E-05
 7.02028E+00	 3.07486E-05
 7.02051E+00	 3.23484E-05
 7.02074E+00	 3.39372E-05
 7.02097E+00	 3.15524E-05
 7.02120E+00	 2.86319E-05
 7.02143E+00	 2.61489E-05
 7.02166E+00	 2.59805E-05
 7.02189E+00	 2.58147E-05
 7.02212E+00	 2.64169E-05
 7.02235E+00	 2.85712E-05
 7.02258E+00	 3.02176E-05
 7.02281E+00	 3.31499E-05
 7.02304E+00	 3.64397E-05
 7.02327E+00	 4.01189E-05
 7.02350E+00	 3.85073E-05
 7.02373E+00	 3.68786E-05
 7.02396E+00	 3.51807E-05
 7.02419E+00	 3.47165E-05
 7.02442E+00	 3.39491E-05
 7.02465E+00	 3.10227E-05
 7.02488E+00	 2.79578E-05
 7.02511E+00	 2.64247E-05
 7.02534E+00	 2.51074E-05
 7.02557E+00	 2.38745E-05
 7.02580E+00	 2.12519E-05
 7.02603E+00	 1.75587E-05
 7.02626E+00	 1.28073E-05
 7.02648E+00	 9.99064E-06
 7.02671E+00	 7.42178E-06
 7.02694E+00	 6.50717E-06
 7.02717E+00	 6.85825E-06
 7.02740E+00	 8.05084E-06
 7.02763E+00	 1.12268E-05
 7.02786E+00	 1.50809E-05
 7.02809E+00	 1.92048E-05
 7.02832E+00	 2.26883E-05
 7.02855E+00	 2.56351E-05
 7.02878E+00	 2.78829E-05
 7.02901E+00	 3.09404E-05
 7.02924E+00	 3.35487E-05
 7.02947E+00	 3.62228E-05
 7.02970E+00	 3.85491E-05
 7.02993E+00	 3.83280E-05
 7.03016E+00	 3.08837E-05
 7.03039E+00	 2.48097E-05
 7.03062E+00	 2.06274E-05
 7.03085E+00	 1.80587E-05
 7.03108E+00	 1.60638E-05
 7.03131E+00	 1.61695E-05
 7.03154E+00	 1.79102E-05
 7.03177E+00	 2.05341E-05
 7.03200E+00	 2.75851E-05
 7.03223E+00	 3.40446E-05
 7.03246E+00	 3.82547E-05
 7.03269E+00	 3.78914E-05
 7.03292E+00	 3.57436E-05
 7.03315E+00	 3.12803E-05
 7.03338E+00	 2.64727E-05
 7.03361E+00	 2.20819E-05
 7.03384E+00	 1.80824E-05
 7.03407E+00	 1.45929E-05
 7.03430E+00	 1.12125E-05
 7.03453E+00	 8.11787E-06
 7.03476E+00	 5.13121E-06
 7.03499E+00	 4.05920E-06
 7.03522E+00	 3.71141E-06
 7.03545E+00	 3.46812E-06
 7.03568E+00	 5.82477E-06
 7.03591E+00	 8.16709E-06
 7.03614E+00	 1.14063E-05
 7.03637E+00	 1.61136E-05
 7.03660E+00	 2.08221E-05
 7.03683E+00	 2.51739E-05
 7.03706E+00	 2.93206E-05
 7.03728E+00	 3.31217E-05
 7.03751E+00	 3.16736E-05
 7.03774E+00	 3.02654E-05
 7.03797E+00	 2.79244E-05
 7.03820E+00	 2.40226E-05
 7.03843E+00	 2.01186E-05
 7.03866E+00	 1.83252E-05
 7.03889E+00	 1.71630E-05
 7.03912E+00	 1.68547E-05
 7.03935E+00	 2.63551E-05
 7.03958E+00	 3.58711E-05
 7.03981E+00	 4.41524E-05
 7.04004E+00	 5.06938E-05
 7.04027E+00	 5.72303E-05
 7.04050E+00	 6.39535E-05
 7.04073E+00	 7.07526E-05
 7.04096E+00	 7.65994E-05
 7.04119E+00	 7.40983E-05
 7.04142E+00	 7.15921E-05
 7.04165E+00	 6.88435E-05
 7.04188E+00	 6.57766E-05
 7.04211E+00	 6.27138E-05
 7.04234E+00	 6.57146E-05
 7.04257E+00	 7.04874E-05
 7.04280E+00	 7.61147E-05
 7.04303E+00	 8.79463E-05
 7.04326E+00	 9.97637E-05
 7.04349E+00	 1.07865E-04
 7.04372E+00	 1.11291E-04
 7.04395E+00	 1.14852E-04
 7.04418E+00	 1.07385E-04
 7.04441E+00	 9.67961E-05
 7.04464E+00	 8.58398E-05
 7.04487E+00	 7.51607E-05
 7.04510E+00	 6.44893E-05
 7.04533E+00	 5.54992E-05
 7.04556E+00	 4.96332E-05
 7.04579E+00	 4.37458E-05
 7.04602E+00	 3.96872E-05
 7.04625E+00	 3.60494E-05
 7.04648E+00	 3.26301E-05
 7.04671E+00	 3.37777E-05
 7.04694E+00	 3.52070E-05
 7.04717E+00	 3.78881E-05
 7.04740E+00	 4.04626E-05
 7.04763E+00	 4.41360E-05
 7.04786E+00	 5.05595E-05
 7.04809E+00	 5.73646E-05
 7.04832E+00	 6.32694E-05
 7.04854E+00	 6.49611E-05
 7.04877E+00	 6.43653E-05
 7.04900E+00	 5.41147E-05
 7.04923E+00	 3.78129E-05
 7.04946E+00	 2.39594E-05
 7.04969E+00	 1.90107E-05
 7.04992E+00	 1.58910E-05
 7.05015E+00	 1.44567E-05
 7.05038E+00	 1.48371E-05
 7.05061E+00	 1.32795E-05
 7.05084E+00	 1.08657E-05
 7.05107E+00	 8.75109E-06
 7.05130E+00	 8.81848E-06
 7.05153E+00	 8.24947E-06
 7.05176E+00	 7.95733E-06
 7.05199E+00	 8.42871E-06
 7.05222E+00	 1.02835E-05
 7.05245E+00	 1.09734E-05
 7.05268E+00	 1.25119E-05
 7.05291E+00	 1.47065E-05
 7.05314E+00	 1.66236E-05
 7.05337E+00	 1.80488E-05
 7.05360E+00	 1.89066E-05
 7.05383E+00	 2.03544E-05
 7.05406E+00	 2.47971E-05
 7.05429E+00	 3.18913E-05
 7.05452E+00	 3.81269E-05
 7.05475E+00	 4.40987E-05
 7.05498E+00	 5.03552E-05
 7.05521E+00	 5.43259E-05
 7.05544E+00	 5.35931E-05
 7.05567E+00	 5.15844E-05
 7.05590E+00	 4.62890E-05
 7.05613E+00	 4.11983E-05
 7.05636E+00	 3.59404E-05
 7.05659E+00	 3.17222E-05
 7.05682E+00	 2.77947E-05
 7.05705E+00	 2.83232E-05
 7.05728E+00	 2.98783E-05
 7.05751E+00	 3.13990E-05
 7.05774E+00	 3.14804E-05
 7.05797E+00	 3.07844E-05
 7.05820E+00	 3.03635E-05
 7.05843E+00	 3.11076E-05
 7.05866E+00	 3.18461E-05
 7.05889E+00	 2.96086E-05
 7.05911E+00	 2.70776E-05
 7.05934E+00	 2.50591E-05
 7.05957E+00	 2.53223E-05
 7.05980E+00	 2.57374E-05
 7.06003E+00	 2.73441E-05
 7.06026E+00	 2.99081E-05
 7.06049E+00	 3.24640E-05
 7.06072E+00	 3.15281E-05
 7.06095E+00	 2.96839E-05
 7.06118E+00	 2.81513E-05
 7.06141E+00	 2.84520E-05
 7.06164E+00	 2.87511E-05
 7.06187E+00	 2.58366E-05
 7.06210E+00	 2.11343E-05
 7.06233E+00	 1.64403E-05
 7.06256E+00	 1.46757E-05
 7.06279E+00	 1.29665E-05
 7.06302E+00	 1.40550E-05
 7.06325E+00	 2.02377E-05
 7.06348E+00	 2.64132E-05
 7.06371E+00	 3.06649E-05
 7.06394E+00	 3.43503E-05
 7.06417E+00	 3.59528E-05
 7.06440E+00	 3.03096E-05
 7.06463E+00	 2.46703E-05
